time,x,y,z,vx,vy,vz
814,31,-4,-25,14,1,-17
815,44,-2,-39,13,2,-14
816,56,1,-50,12,3,-11
817,67,5,-58,11,4,-8
818,75,10,-63,8,5,-5
819,80,14,-65,5,4,-2
820,82,17,-64,2,3,1
821,81,19,-60,-1,2,4
822,77,20,-53,-4,1,7
823,70,18,-43,-7,-2,10
824,60,13,-30,-10,-5,13
825,47,7,-14,-13,-6,16
826,31,0,3,-16,-7,17
827,12,-6,17,-19,-6,14
828,-8,-11,28,-20,-5,11
829,-27,-15,36,-19,-4,8
830,-45,-18,41,-18,-3,5
831,-62,-20,43,-17,-2,2
832,-76,-21,42,-14,-1,-1
833,-87,-19,38,-11,2,-4
834,-95,-14,31,-8,5,-7
835,-100,-6,21,-5,8,-10
836,-102,3,8,-2,9,-13
837,-101,11,-8,1,8,-16
838,-97,18,-23,4,7,-15
839,-90,24,-35,7,6,-12
840,-80,29,-44,10,5,-9
841,-67,31,-50,13,2,-6
842,-51,30,-53,16,-1,-3
843,-32,26,-53,19,-4,0
844,-12,19,-50,20,-7,3
845,7,9,-44,19,-10,6
846,25,-2,-35,18,-11,9
847,42,-12,-23,17,-10,12
848,56,-21,-8,14,-9,15
849,67,-28,6,11,-7,14
850,75,-32,17,8,-4,11
851,80,-33,25,5,-1,8
852,82,-31,30,2,2,5
853,81,-26,32,-1,5,2
854,77,-18,31,-4,8,-1
855,70,-7,27,-7,11,-4
856,60,7,20,-10,14,-7
857,47,20,10,-13,13,-10
858,31,30,-3,-16,10,-13
859,12,37,-15,-19,7,-12
860,-8,41,-26,-20,4,-11
861,-27,42,-34,-19,1,-8
862,-45,40,-39,-18,-2,-5
863,-62,35,-41,-17,-5,-2
864,-76,27,-40,-14,-8,1
865,-87,16,-36,-11,-11,4
866,-95,2,-29,-8,-14,7
867,-100,-11,-19,-5,-13,10
868,-102,-21,-10,-2,-10,9
869,-101,-28,-2,1,-7,8
870,-97,-32,5,4,-4,7
871,-90,-33,9,7,-1,4
872,-80,-31,10,10,2,1
873,-67,-26,8,13,5,-2
874,-51,-18,3,16,8,-5
875,-32,-7,-4,19,11,-7
876,-12,5,-10,20,12,-6
877,9,16,-15,21,11,-5
878,29,24,-19,20,8,-4
879,46,29,-22,17,5,-3
880,60,31,-22,14,2,0
881,71,30,-19,11,-1,3
882,79,26,-13,8,-4,6
883,84,21,-7,5,-5,6
884,86,15,-2,2,-6,5
885,85,8,2,-1,-7,4
886,81,0,5,-4,-8,3
887,74,-7,7,-7,-7,2
888,64,-11,8,-10,-4,1
889,51,-12,6,-13,-1,-2
890,35,-12,1,-16,0,-5
891,18,-11,-7,-17,1,-8
892,0,-9,-14,-18,2,-7
893,-19,-6,-20,-19,3,-6
894,-37,-2,-25,-18,4,-5
895,-52,3,-29,-15,5,-4
896,-64,9,-31,-12,6,-2
897,-73,14,-30,-9,5,1
898,-79,16,-26,-6,2,4
899,-82,15,-19,-3,-1,7
900,-82,13,-9,0,-2,10
901,-79,10,0,3,-3,9
902,-73,6,8,6,-4,8
903,-64,1,15,9,-5,7
904,-52,-5,19,12,-6,4
905,-39,-10,20,13,-5,1
906,-25,-12,18,14,-2,-2
907,-10,-11,13,15,1,-5
908,6,-7,5,16,4,-8
909,23,-2,-6,17,5,-11
910,37,4,-16,14,6,-10
911,48,11,-25,11,7,-9
912,56,17,-31,8,6,-6
913,61,20,-34,5,3,-3
914,63,20,-34,2,0,0
915,62,17,-31,-1,-3,3
916,58,11,-25,-4,-6,6
917,51,4,-16,-7,-7,9
918,43,-4,-6,-8,-8,10
919,34,-9,3,-9,-5,9
920,24,-11,11,-10,-2,8
921,13,-12,16,-11,-1,5
922,1,-12,18,-12,0,2
923,-12,-11,17,-13,1,-1
924,-26,-9,13,-14,2,-4
925,-39,-6,6,-13,3,-7
926,-49,-2,-4,-10,4,-10
927,-56,3,-14,-7,5,-10
928,-60,9,-23,-4,6,-9
929,-61,14,-29,-1,5,-6
930,-59,16,-32,2,2,-3
931,-54,15,-32,5,-1,0
932,-48,13,-29,6,-2,3
933,-41,10,-23,7,-3,6
934,-33,6,-14,8,-4,9
935,-24,3,-4,9,-3,10
936,-14,1,5,10,-2,9
937,-3,0,11,11,-1,6
938,9,1,14,12,1,3
939,22,2,14,13,1,0
940,34,2,11,12,0,-3
941,45,1,5,11,-1,-6
942,53,-1,-4,8,-2,-9
943,58,-4,-13,5,-3,-9
944,60,-8,-21,2,-4,-8
945,59,-13,-27,-1,-5,-6
946,55,-15,-30,-4,-2,-3
947,48,-14,-30,-7,1,0
948,38,-10,-27,-10,4,3
949,27,-3,-21,-11,7,6
950,15,5,-12,-12,8,9
951,2,14,-4,-13,9,8
952,-12,22,3,-14,8,7
953,-27,27,9,-15,5,6
954,-43,29,12,-16,2,3
955,-58,28,12,-15,-1,0
956,-70,24,9,-12,-4,-3
957,-79,17,3,-9,-7,-6
958,-85,7,-4,-6,-10,-7
959,-88,-5,-12,-3,-12,-8
960,-88,-14,-19,0,-9,-7
961,-85,-20,-25,3,-6,-6
962,-79,-23,-28,6,-3,-3
963,-70,-23,-28,9,0,0
964,-58,-20,-25,12,3,3
965,-43,-14,-21,15,6,4
966,-27,-7,-16,16,7,5
967,-10,-1,-10,17,6,6
968,8,4,-3,18,5,7
969,27,8,3,19,4,6
970,45,9,8,18,1,5
971,60,9,10,15,0,2
972,72,8,9,12,-1,-1
973,81,8,5,9,0,-4
974,87,9,0,6,1,-5
975,90,11,-6,3,2,-6
976,90,13,-13,0,2,-7
977,87,14,-21,-3,1,-8
978,81,14,-28,-6,0,-7
979,72,11,-32,-9,-3,-4
980,60,5,-33,-12,-6,-1
981,45,-2,-31,-15,-7,2
982,27,-8,-26,-18,-6,5
983,8,-13,-19,-19,-5,7
984,-12,-16,-11,-20,-3,8
985,-33,-16,-2,-21,0,9
986,-53,-13,6,-20,3,8
987,-70,-7,13,-17,6,7
988,-84,0,17,-14,7,4
989,-95,8,18,-11,8,1
990,-103,13,16,-8,5,-2
991,-108,15,11,-5,2,-5
992,-110,14,3,-2,-1,-8
993,-109,10,-6,1,-4,-9
994,-105,5,-16,4,-5,-10
995,-98,1,-25,7,-4,-9
996,-88,-2,-33,10,-3,-8
997,-75,-4,-38,13,-2,-5
998,-59,-5,-40,16,-1,-2
999,-40,-3,-39,19,2,1
1000,-20,2,-35,20,5,4
1001,1,6,-28,21,4,7
1002,21,9,-18,20,3,10
1003,40,11,-7,19,2,11
1004,56,12,3,16,1,10
1005,69,12,12,13,0,9
1006,79,11,20,10,-1,8
1007,86,7,25,7,-4,5
1008,90,0,27,4,-7,2
1009,91,-6,26,1,-6,-1
1010,89,-11,22,-2,-5,-4
1011,84,-15,15,-5,-4,-7
1012,76,-18,5,-8,-3,-10
1013,65,-18,-6,-11,0,-11
1014,51,-15,-16,-14,3,-10
1015,34,-9,-25,-17,6,-9
1016,14,0,-33,-20,9,-8
1017,-7,11,-38,-21,11,-5
1018,-27,19,-40,-20,8,-2
1019,-46,24,-39,-19,5,1
1020,-62,26,-35,-16,2,4
1021,-75,25,-28,-13,-1,7
1022,-85,21,-18,-10,-4,10
1023,-92,14,-7,-7,-7,11
1024,-96,4,3,-4,-10,10
1025,-97,-7,12,-1,-11,9
1026,-95,-15,20,2,-8,8
1027,-90,-20,25,5,-5,5
1028,-82,-22,27,8,-2,2
1029,-71,-21,26,11,1,-1
1030,-57,-17,22,14,4,-4
1031,-40,-12,15,17,5,-7
1032,-22,-6,5,18,6,-10
1033,-5,1,-6,17,7,-11
1034,11,9,-16,16,8,-10
1035,26,14,-25,15,5,-9
1036,39,16,-33,13,2,-8
1037,49,17,-38,10,1,-5
1038,56,17,-40,7,0,-2
1039,60,16,-39,4,-1,1
1040,61,14,-35,1,-2,4
1041,59,11,-28,-2,-3,7
1042,54,7,-20,-5,-4,8
1043,46,2,-11,-8,-5,9
1044,35,-4,-3,-11,-6,8
1045,23,-7,4,-12,-3,7
1046,12,-9,10,-11,-2,6
1047,2,-10,15,-10,-1,5
1048,-7,-10,17,-9,0,2
1049,-15,-9,16,-8,1,-1
1050,-22,-7,12,-7,2,-4
1051,-28,-4,7,-6,3,-5
1052,-33,0,1,-5,4,-6
1053,-37,5,-6,-4,5,-7
1054,-38,7,-14,-1,2,-8
1055,-36,8,-21,2,1,-7
1056,-33,8,-27,3,0,-6
1057,-29,7,-31,4,-1,-4
1058,-24,5,-32,5,-2,-1
1059,-18,2,-30,6,-3,2
1060,-13,-2,-25,5,-4,5
1061,-9,-7,-19,4,-5,6
1062,-6,-13,-12,3,-6,7
1063,-4,-16,-4,2,-3,8
1064,-3,-16,3,1,0,7
1065,-3,-13,9,0,3,6
1066,-4,-9,14,-1,4,5
1067,-6,-4,16,-2,5,2
1068,-7,2,15,-1,6,-1
1069,-7,9,11,0,7,-4
1070,-6,17,6,1,8,-5
1071,-4,23,0,2,6,-6
1072,-1,26,-7,3,3,-7
1073,1,26,-15,2,0,-8
1074,2,23,-22,1,-3,-7
1075,3,17,-28,1,-6,-6
1076,5,8,-33,2,-9,-5
1077,8,-2,-35,3,-10,-2
1078,10,-13,-34,2,-11,1
1079,11,-21,-30,1,-8,4
1080,11,-26,-23,0,-5,7
1081,10,-28,-15,-1,-2,8
1082,8,-27,-6,-2,1,9
1083,5,-23,4,-3,4,10
1084,1,-16,13,-4,7,9
1085,-4,-6,21,-5,10,8
1086,-10,7,26,-6,13,5
1087,-17,18,28,-7,11,2
1088,-25,26,27,-8,8,-1
1089,-32,31,23,-7,5,-4
1090,-38,33,16,-6,2,-7
1091,-41,32,6,-3,-1,-10
1092,-41,28,-5,0,-4,-11
1093,-38,21,-17,3,-7,-12
1094,-34,11,-28,4,-10,-11
1095,-29,0,-38,5,-11,-10
1096,-23,-10,-45,6,-10,-7
1097,-16,-17,-49,7,-7,-4
1098,-8,-21,-50,8,-4,-1
1099,1,-22,-48,9,-1,2
1100,11,-20,-43,10,2,5
1101,22,-15,-35,11,5,8
1102,34,-9,-24,12,6,11
1103,45,-4,-12,11,5,12
1104,53,0,1,8,4,13
1105,58,3,13,5,3,12
1106,60,5,24,2,2,11
1107,59,6,32,-1,1,8
1108,55,6,37,-4,0,5
1109,48,3,39,-7,-3,2
1110,38,1,38,-10,-2,-1
1111,25,0,34,-13,-1,-4
1112,9,0,27,-16,0,-7
1113,-8,1,17,-17,1,-10
1114,-24,3,4,-16,2,-13
1115,-39,6,-10,-15,3,-14
1116,-53,10,-25,-14,4,-15
1117,-64,15,-39,-11,5,-14
1118,-72,17,-50,-8,2,-11
1119,-77,16,-58,-5,-1,-8
1120,-79,12,-63,-2,-4,-5
1121,-78,7,-65,1,-5,-2
1122,-74,1,-64,4,-6,1
1123,-67,-6,-60,7,-7,4
1124,-59,-14,-53,8,-8,7
1125,-50,-23,-43,9,-9,10
1126,-40,-29,-30,10,-6,13
1127,-29,-32,-14,11,-3,16
1128,-17,-32,3,12,0,17
1129,-4,-29,19,13,3,16
1130,8,-23,32,12,6,13
1131,19,-14,42,11,9,10
1132,29,-2,49,10,12,7
1133,36,11,53,7,13,4
1134,40,25,54,4,14,1
1135,43,36,52,3,11,-2
1136,45,44,47,2,8,-5
1137,46,49,39,1,5,-8
1138,46,51,28,0,2,-11
1139,45,50,14,-1,-1,-14
1140,43,46,-3,-2,-4,-17
1141,40,39,-19,-3,-7,-16
1142,36,29,-34,-4,-10,-15
1143,31,16,-46,-5,-13,-12
1144,25,1,-55,-6,-15,-9
1145,18,-15,-61,-7,-16,-6
1146,10,-28,-64,-8,-13,-3
1147,1,-38,-64,-9,-10,0
1148,-9,-45,-61,-10,-7,3
1149,-20,-49,-55,-11,-4,6
1150,-30,-50,-46,-10,-1,9
1151,-39,-48,-34,-9,2,12
1152,-47,-43,-19,-8,5,15
1153,-54,-35,-3,-7,8,16
1154,-60,-24,12,-6,11,15
1155,-65,-10,25,-5,14,13
1156,-69,5,35,-4,15,10
1157,-72,21,42,-3,16,7
1158,-74,34,46,-2,13,4
1159,-75,44,47,-1,10,1
1160,-75,51,45,0,7,-2
1161,-72,55,40,3,4,-5
1162,-66,56,32,6,1,-8
1163,-57,54,21,9,-2,-11
1164,-45,49,8,12,-5,-13
1165,-30,41,-6,15,-8,-14
1166,-12,30,-19,18,-11,-13
1167,7,16,-31,19,-14,-12
1168,25,1,-42,18,-15,-11
1169,42,-15,-50,17,-16,-8
1170,58,-28,-55,16,-13,-5
1171,73,-38,-57,15,-10,-2
1172,85,-45,-56,12,-7,1
1173,94,-49,-52,9,-4,4
1174,100,-50,-45,6,-1,7
1175,103,-48,-35,3,2,10
1176,103,-43,-24,0,5,11
1177,100,-35,-12,-3,8,12
1178,94,-24,-1,-6,11,11
1179,85,-10,9,-9,14,10
1180,73,5,18,-12,15,9
1181,58,21,26,-15,16,8
1182,40,34,31,-18,13,5
1183,19,44,33,-21,10,2
1184,-5,51,32,-24,7,-1
1185,-30,55,28,-25,4,-4
1186,-54,56,21,-24,1,-7
1187,-75,54,11,-21,-2,-10
1188,-93,49,0,-18,-5,-11
1189,-108,41,-12,-15,-8,-12
1190,-120,30,-23,-12,-11,-11
1191,-129,18,-33,-9,-12,-10
1192,-135,5,-42,-6,-13,-9
1193,-138,-9,-50,-3,-14,-8
1194,-138,-22,-55,0,-13,-5
1195,-135,-32,-57,3,-10,-2
1196,-129,-39,-56,6,-7,1
1197,-120,-43,-52,9,-4,4
1198,-108,-44,-45,12,-1,7
1199,-93,-42,-35,15,2,10
1200,-75,-37,-22,18,5,13
1201,-54,-31,-8,21,6,14
1202,-30,-24,5,24,7,13
1203,-3,-16,17,27,8,12
1204,23,-7,28,26,9,11
1205,46,3,38,23,10,10
1206,66,14,45,20,11,7
1207,83,22,49,17,8,4
1208,97,27,50,14,5,1
1209,108,29,48,11,2,-2
1210,116,28,43,8,-1,-5
1211,121,26,35,5,-2,-8
1212,123,23,24,2,-3,-11
1213,122,19,10,-1,-4,-14
1214,118,14,-5,-4,-5,-15
1215,111,8,-19,-7,-6,-14
1216,101,1,-32,-10,-7,-13
1217,88,-7,-44,-13,-8,-12
1218,72,-16,-55,-16,-9,-11
1219,53,-22,-63,-19,-6,-8
1220,31,-25,-68,-22,-3,-5
1221,6,-25,-70,-25,0,-2
1222,-22,-22,-69,-28,3,1
1223,-49,-18,-65,-27,4,4
1224,-73,-13,-58,-24,5,7
1225,-94,-7,-48,-21,6,10
1226,-112,0,-35,-18,7,13
1227,-127,8,-19,-15,8,16
1228,-139,17,-2,-12,9,17
1229,-148,27,14,-9,10,16
1230,-154,34,29,-6,7,15
1231,-157,38,41,-3,4,12
1232,-157,39,50,0,1,9
1233,-154,37,56,3,-2,6
1234,-148,32,59,6,-5,3
1235,-139,24,59,9,-8,0
1236,-127,15,56,12,-9,-3
1237,-112,5,50,15,-10,-6
1238,-94,-6,41,18,-11,-9
1239,-73,-18,29,21,-12,-12
1240,-49,-29,14,24,-11,-15
1241,-22,-37,-2,27,-8,-16
1242,6,-42,-19,28,-5,-17
1243,33,-44,-35,27,-2,-16
1244,59,-43,-50,26,1,-15
1245,82,-39,-62,23,4,-12
1246,102,-32,-71,20,7,-9
1247,119,-22,-77,17,10,-6
1248,133,-9,-80,14,13,-3
1249,144,5,-80,11,14,0
1250,152,20,-77,8,15,3
1251,157,34,-71,5,14,6
1252,159,45,-62,2,11,9
1253,158,53,-50,-1,8,12
1254,154,58,-35,-4,5,15
1255,147,60,-19,-7,2,16
1256,137,59,-2,-10,-1,17
1257,124,55,14,-13,-4,16
1258,108,48,29,-16,-7,15
1259,89,38,41,-19,-10,12
1260,67,25,50,-22,-13,9
1261,42,9,56,-25,-16,6
1262,14,-8,59,-28,-17,3
1263,-15,-25,59,-29,-17,0
1264,-43,-39,56,-28,-14,-3
1265,-68,-50,50,-25,-11,-6
1266,-90,-58,41,-22,-8,-9
1267,-109,-63,29,-19,-5,-12
1268,-125,-65,14,-16,-2,-15
1269,-138,-64,-2,-13,1,-16
1270,-148,-60,-19,-10,4,-17
1271,-155,-53,-35,-7,7,-16
1272,-159,-43,-48,-4,10,-13
1273,-160,-30,-58,-1,13,-10
1274,-158,-14,-65,2,16,-7
1275,-153,3,-69,5,17,-4
1276,-145,21,-70,8,18,-1
1277,-134,36,-68,11,15,2
1278,-120,48,-63,14,12,5
1279,-103,57,-55,17,9,8
1280,-83,63,-44,20,6,11
1281,-60,66,-32,23,3,12
1282,-34,66,-19,26,0,13
1283,-5,63,-5,29,-3,14
1284,25,57,10,30,-6,15
1285,52,48,22,27,-9,12
1286,76,36,31,24,-12,9
1287,97,21,37,21,-15,6
1288,115,5,40,18,-16,3
1289,130,-12,40,15,-17,0
1290,142,-26,37,12,-14,-3
1291,151,-37,31,9,-11,-6
1292,157,-45,24,6,-8,-7
1293,160,-50,16,3,-5,-8
1294,160,-52,7,0,-2,-9
1295,157,-51,-3,-3,1,-10
1296,151,-47,-14,-6,4,-11
1297,142,-40,-26,-9,7,-12
1298,130,-30,-35,-12,10,-9
1299,115,-19,-41,-15,11,-6
1300,97,-7,-44,-18,12,-3
1301,76,6,-44,-21,13,0
1302,52,19,-41,-24,13,3
1303,25,29,-37,-27,10,4
1304,-3,36,-32,-28,7,5
1305,-32,40,-26,-29,4,6
1306,-60,41,-19,-28,1,7
1307,-85,39,-11,-25,-2,8
1308,-107,36,-2,-22,-3,9
1309,-126,32,8,-19,-4,10
1310,-142,27,17,-16,-5,9
1311,-155,21,23,-13,-6,6
1312,-165,14,26,-10,-7,3
1313,-172,6,26,-7,-8,0
1314,-176,-3,23,-4,-9,-3
1315,-177,-11,17,-1,-8,-6
1316,-175,-16,10,2,-5,-7
1317,-170,-18,2,5,-2,-8
1318,-162,-19,-7,8,-1,-9
1319,-151,-19,-17,11,0,-10
1320,-137,-18,-28,14,1,-11
1321,-120,-16,-38,17,2,-10
1322,-100,-13,-47,20,3,-9
1323,-77,-9,-53,23,4,-6
1324,-51,-4,-56,26,5,-3
1325,-22,2,-56,29,6,0
1326,6,9,-53,28,7,3
1327,33,15,-47,27,6,6
1328,59,20,-38,26,5,9
1329,82,22,-26,23,2,12
1330,102,21,-12,20,-1,14
1331,119,19,1,17,-2,13
1332,133,16,13,14,-3,12
1333,144,12,24,11,-4,11
1334,152,7,34,8,-5,10
1335,157,1,41,5,-6,7
1336,159,-6,45,2,-7,4
1337,158,-12,46,-1,-6,1
1338,154,-17,44,-4,-5,-2
1339,147,-21,39,-7,-4,-5
1340,137,-22,33,-10,-1,-6
1341,124,-20,26,-13,2,-7
1342,108,-15,18,-16,5,-8
1343,89,-9,9,-19,6,-9
1344,67,-2,-1,-22,7,-10
1345,42,6,-12,-25,8,-11
1346,14,13,-24,-28,7,-12
1347,-15,19,-35,-29,6,-11
1348,-43,24,-43,-28,5,-8
1349,-68,28,-48,-25,4,-5
1350,-90,31,-50,-22,3,-2
1351,-109,31,-51,-19,0,-1
1352,-125,28,-51,-16,-3,0
1353,-138,22,-50,-13,-6,1
1354,-148,13,-48,-10,-9,2
1355,-155,1,-45,-7,-12,3
1356,-159,-10,-41,-4,-11,4
1357,-160,-20,-36,-1,-10,5
1358,-158,-29,-30,2,-9,6
1359,-153,-37,-23,5,-8,7
1360,-145,-42,-15,8,-5,8
1361,-134,-44,-6,11,-2,9
1362,-120,-43,4,14,1,10
1363,-103,-39,11,17,4,7
1364,-83,-32,15,20,7,4
1365,-60,-22,18,23,10,3
1366,-34,-9,20,26,13,2
1367,-5,7,21,29,16,1
1368,25,22,21,30,15,0
1369,52,36,20,27,14,-1
1370,76,47,18,24,11,-2
1371,97,55,15,21,8,-3
1372,115,60,11,18,5,-4
1373,130,62,6,15,2,-5
1374,142,61,0,12,-1,-6
1375,151,57,-7,9,-4,-7
1376,157,50,-15,6,-7,-8
1377,160,40,-24,3,-10,-9
1378,160,27,-30,0,-13,-6
1379,157,11,-33,-3,-16,-3
1380,151,-6,-33,-6,-17,0
1381,142,-22,-32,-9,-16,1
1382,130,-35,-30,-12,-13,2
1383,115,-45,-27,-15,-10,3
1384,97,-52,-23,-18,-7,4
1385,76,-56,-18,-21,-4,5
1386,52,-57,-12,-24,-1,6
1387,25,-55,-5,-27,2,7
1388,-5,-50,3,-30,5,8
1389,-35,-42,10,-30,8,7
1390,-62,-31,16,-27,11,6
1391,-86,-17,21,-24,14,5
1392,-107,0,23,-21,17,2
1393,-125,16,22,-18,16,-1
1394,-140,29,18,-15,13,-4
1395,-152,39,11,-12,10,-7
1396,-161,46,1,-9,7,-10
1397,-167,50,-10,-6,4,-11
1398,-170,51,-20,-3,1,-10
1399,-170,49,-29,0,-2,-9
1400,-167,44,-37,3,-5,-8
1401,-161,36,-44,6,-8,-7
1402,-152,26,-50,9,-10,-6
1403,-140,15,-55,12,-11,-5
1404,-125,3,-59,15,-12,-4
1405,-107,-8,-60,18,-11,-1
1406,-86,-18,-58,21,-10,2
1407,-62,-25,-53,24,-7,5
1408,-35,-29,-45,27,-4,8
1409,-7,-30,-36,28,-1,9
1410,22,-29,-26,29,1,10
1411,50,-27,-15,28,2,11
1412,75,-24,-3,25,3,12
1413,97,-20,8,22,4,11
1414,116,-15,18,19,5,10
1415,132,-9,27,16,6,9
1416,145,-2,35,13,7,8
1417,155,4,40,10,6,5
1418,162,9,42,7,5,2
1419,166,13,41,4,4,-1
1420,167,15,37,1,2,-4
1421,165,16,32,-2,1,-5
1422,160,16,26,-5,0,-6
1423,152,15,19,-8,-1,-7
1424,141,13,11,-11,-2,-8
1425,127,10,2,-14,-3,-9
1426,110,6,-8,-17,-4,-10
1427,90,3,-19,-20,-3,-11
1428,67,1,-29,-23,-2,-10
1429,41,0,-38,-26,-1,-9
1430,12,0,-44,-29,0,-6
1431,-18,1,-47,-30,1,-3
1432,-47,1,-47,-29,0,0
1433,-75,1,-44,-28,0,3
1434,-100,2,-40,-25,1,4
1435,-122,4,-35,-22,2,5
1436,-141,7,-29,-19,3,6
1437,-157,9,-22,-16,2,7
1438,-170,10,-16,-13,1,6
1439,-180,10,-11,-10,0,5
1440,-187,9,-7,-7,-1,4
1441,-191,7,-4,-4,-2,3
1442,-192,4,-2,-1,-3,2
1443,-190,0,-1,2,-4,1
1444,-185,-3,-1,5,-3,0
1445,-177,-5,-2,8,-2,-1
1446,-166,-6,-4,11,-1,-2
1447,-152,-7,-7,14,-1,-3
1448,-135,-7,-11,17,0,-4
1449,-115,-6,-14,20,1,-3
1450,-92,-4,-16,23,2,-2
1451,-66,-1,-17,26,3,-1
1452,-37,3,-17,29,4,0
1453,-7,8,-16,30,5,1
1454,24,14,-14,31,6,2
1455,54,19,-11,30,5,3
1456,81,23,-7,27,4,4
1457,105,26,-2,24,3,5
1458,126,28,4,21,2,6
1459,144,28,11,18,0,7
1460,159,25,17,15,-3,6
1461,171,19,22,12,-6,5
1462,180,12,24,9,-7,2
1463,186,4,23,6,-8,-1
1464,189,-5,19,3,-9,-4
1465,189,-15,14,0,-10,-5
1466,186,-24,8,-3,-9,-6
1467,180,-32,1,-6,-8,-7
1468,171,-39,-7,-9,-7,-8
1469,159,-43,-16,-12,-4,-9
1470,144,-44,-26,-15,-1,-10
1471,126,-42,-37,-18,2,-11
1472,105,-37,-47,-21,5,-10
1473,81,-29,-56,-24,8,-9
1474,54,-18,-62,-27,11,-6
1475,24,-4,-65,-30,14,-3
1476,-7,11,-65,-31,15,0
1477,-39,25,-62,-32,14,3
1478,-68,38,-56,-29,13,6
1479,-94,48,-47,-26,10,9
1480,-117,55,-35,-23,7,12
1481,-137,59,-20,-20,4,15
1482,-154,60,-4,-17,1,16
1483,-168,58,13,-14,-2,17
1484,-179,53,29,-11,-5,16
1485,-187,45,42,-8,-8,13
1486,-192,34,52,-5,-11,10
1487,-194,20,59,-2,-14,7
1488,-193,3,63,1,-17,4
1489,-189,-15,64,4,-18,1
1490,-182,-32,62,7,-17,-2
1491,-172,-46,57,10,-14,-5
1492,-159,-57,49,13,-11,-8
1493,-143,-65,38,16,-8,-11
1494,-124,-70,24,19,-5,-14
1495,-102,-72,7,22,-2,-17
1496,-77,-71,-11,25,1,-18
1497,-49,-67,-28,28,4,-17
1498,-20,-60,-42,29,7,-14
1499,10,-50,-53,30,10,-11
1500,39,-37,-61,29,13,-8
1501,65,-21,-66,26,16,-5
1502,88,-2,-68,23,19,-2
1503,108,18,-67,20,20,1
1504,125,37,-63,17,19,4
1505,139,53,-56,14,16,7
1506,150,66,-48,11,13,8
1507,158,76,-39,8,10,9
1508,163,83,-31,5,7,8
1509,165,87,-24,2,4,7
1510,164,88,-18,-1,1,6
1511,160,86,-13,-4,-2,5
1512,153,81,-9,-7,-5,4
1513,143,73,-6,-10,-8,3
1514,130,62,-4,-13,-11,2
1515,114,48,-1,-16,-14,3
1516,97,31,1,-17,-17,2
1517,79,13,2,-18,-18,1
1518,60,-6,2,-19,-19,0
1519,40,-24,3,-20,-18,1
1520,19,-39,5,-21,-15,2
1521,-3,-51,8,-22,-12,3
1522,-26,-60,12,-23,-9,4
1523,-48,-66,17,-22,-6,5
1524,-67,-69,21,-19,-3,4
1525,-83,-69,24,-16,0,3
1526,-96,-66,26,-13,3,2
1527,-106,-60,27,-10,6,1
1528,-113,-51,27,-7,9,0
1529,-117,-39,26,-4,12,-1
1530,-118,-24,24,-1,15,-2
1531,-118,-8,19,0,16,-5
1532,-117,9,11,1,17,-8
1533,-115,27,0,2,18,-11
1534,-112,42,-12,3,15,-12
1535,-108,54,-23,4,12,-11
1536,-103,63,-33,5,9,-10
1537,-97,69,-42,6,6,-9
1538,-90,72,-50,7,3,-8
1539,-82,72,-57,8,0,-7
1540,-73,69,-63,9,-3,-6
1541,-63,63,-66,10,-6,-3
1542,-52,54,-66,11,-9,0
1543,-40,42,-63,12,-12,3
1544,-27,29,-59,13,-13,4
1545,-13,15,-54,14,-14,5
1546,0,0,-48,13,-15,6
1547,12,-16,-41,12,-16,7
1548,23,-31,-33,11,-15,8
1549,33,-43,-24,10,-12,9
1550,42,-52,-16,9,-9,8
1551,50,-58,-9,8,-6,7
1552,57,-61,-3,7,-3,6
1553,63,-61,0,6,0,3
1554,68,-58,2,5,3,2
1555,72,-52,3,4,6,1
1556,75,-43,3,3,9,0
1557,77,-33,4,2,10,1
1558,78,-22,6,1,11,2
1559,78,-10,9,0,12,3
1560,77,3,13,-1,13,4
1561,75,17,18,-2,14,5
1562,72,32,24,-3,15,6
1563,68,44,31,-4,12,7
1564,63,53,37,-5,9,6
1565,57,59,40,-6,6,3
1566,50,62,40,-7,3,0
1567,42,62,37,-8,0,-3
1568,33,59,31,-9,-3,-6
1569,23,53,22,-10,-6,-9
1570,12,44,10,-11,-9,-12
1571,0,34,-5,-12,-10,-15
1572,-13,23,-21,-13,-11,-16
1573,-25,11,-36,-12,-12,-15
1574,-36,-2,-48,-11,-13,-12
1575,-46,-16,-57,-10,-14,-9
1576,-55,-31,-63,-9,-15,-6
1577,-63,-43,-66,-8,-12,-3
1578,-70,-52,-66,-7,-9,0
1579,-76,-58,-63,-6,-6,3
1580,-81,-61,-57,-5,-3,6
1581,-85,-61,-48,-4,0,9
1582,-88,-58,-37,-3,3,11
1583,-90,-52,-27,-2,6,10
1584,-91,-43,-18,-1,9,9
1585,-91,-33,-10,0,10,8
1586,-90,-22,-3,1,11,7
1587,-86,-10,3,4,12,6
1588,-79,3,8,7,13,5
1589,-71,17,10,8,14,2
1590,-62,32,9,9,15,-1
1591,-52,46,5,10,14,-4
1592,-41,57,2,11,11,-3
1593,-29,65,0,12,8,-2
1594,-16,70,-1,13,5,-1
1595,-2,72,-1,14,2,0
1596,13,71,0,15,-1,1
1597,27,67,2,14,-4,2
1598,40,60,5,13,-7,3
1599,52,50,9,12,-10,4
1600,63,37,14,11,-13,5
1601,73,23,20,10,-14,6
1602,80,8,25,7,-15,5
